,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Length,Word2_Length,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta,Length_Delta
288,partial,biased,2,2,7,6,4.84,2.3945,0.92,1.6812,0,0.7132999999999998,1
289,stationary,immovable,4,4,10,9,0.96,1.699,0.16,0.9542,0,0.7448,1
290,wide,broad,1,1,4,5,23.8,3.0846,14.73,2.8762,0,0.20840000000000014,-1
291,liberal,broad,3,1,7,5,3.98,2.3096,14.73,2.8762,2,-0.5665999999999998,2
292,spacious,broad,2,1,8,5,1.14,1.7709,14.73,2.8762,1,-1.1053,3
293,extensive,broad,3,1,9,5,3.71,2.2788,14.73,2.8762,2,-0.5973999999999999,4
294,pronounced,broad,2,1,10,5,2.98,2.1847,14.73,2.8762,1,-0.6915,5
295,capacious,broad,3,1,9,5,0.06,0.6021,14.73,2.8762,2,-2.2741,4
296,global,broad,2,1,6,5,6.29,2.5079,14.73,2.8762,1,-0.36830000000000007,1
297,wide,distant,1,2,4,7,23.8,3.0846,8.61,2.6435,-1,0.44110000000000005,-3
298,icy,distant,2,2,3,7,2.65,2.1335,8.61,2.6435,0,-0.5099999999999998,-4
299,reserved,distant,2,2,8,7,5.06,2.4133,8.61,2.6435,0,-0.23019999999999996,1
300,foreign,distant,2,2,7,7,22.29,3.0561,8.61,2.6435,0,0.41259999999999986,0
301,lusty,strong,2,1,5,6,0.61,1.5051,86.86,3.6465,1,-2.1414,-1
302,valid,strong,2,1,5,6,3.22,2.2175,86.86,3.6465,1,-1.4290000000000003,-1
303,high,strong,1,1,4,6,195.0,3.9976,86.86,3.6465,0,0.35109999999999975,-2
304,brawny,strong,2,1,6,6,0.18,1.0,86.86,3.6465,1,-2.6465,0
305,tough,strong,1,1,5,6,90.51,3.6644,86.86,3.6465,0,0.017900000000000027,-1
306,insoluble,strong,4,1,9,6,0.14,0.9031,86.86,3.6465,3,-2.7434000000000003,3
307,sound,strong,1,1,5,6,143.39,3.8642,86.86,3.6465,0,0.21769999999999978,-1
308,fast,strong,1,1,4,6,137.45,3.8458,86.86,3.6465,0,0.19930000000000003,-2
309,masculine,strong,3,1,9,6,2.45,2.1004,86.86,3.6465,2,-1.5461,3
310,cogent,strong,2,1,6,6,0.22,1.0792,86.86,3.6465,1,-2.5673000000000004,0
311,alcoholic,strong,4,1,9,6,6.2,2.5011,86.86,3.6465,3,-1.1454,3
312,impregnable,strong,4,1,11,6,0.57,1.4771,86.86,3.6465,3,-2.1694,5
313,lasting,stable,2,2,7,6,2.35,2.0828,13.2,2.8287,0,-0.7458999999999998,1
314,unchanging,stable,3,2,10,6,0.16,0.9542,13.2,2.8287,1,-1.8744999999999998,4
315,incompatible,inappropriate,5,5,12,13,0.55,1.4624,6.63,2.5302,0,-1.0677999999999999,-1
316,stale,moldy,1,2,5,5,2.92,2.1761,0.59,1.4914,-1,0.6846999999999999,0
317,covert,secret,2,2,6,6,2.9,2.1732,109.51,3.7471,0,-1.5739,0
318,mysterious,secret,4,2,10,6,15.0,2.8842,109.51,3.7471,2,-0.8629000000000002,4
319,close,secret,1,2,5,6,219.43,4.0489,109.51,3.7471,-1,0.3017999999999996,-1
320,privy,secret,2,2,5,6,1.49,1.8865,109.51,3.7471,0,-1.8606,-1
321,hidden,secret,2,2,6,6,21.27,3.0358,109.51,3.7471,0,-0.7113,0
322,confidential,secret,4,2,12,6,6.71,2.5353,109.51,3.7471,2,-1.2118000000000002,6
323,undercover,secret,4,2,10,6,11.73,2.7774,109.51,3.7471,2,-0.9697,4
324,mystic,secret,2,2,6,6,1.45,1.8751,109.51,3.7471,0,-1.872,0
325,notable,evident,3,3,7,7,0.61,1.5051,1.33,1.8388,0,-0.3336999999999999,0
326,plain,evident,1,3,5,7,21.82,3.0469,1.33,1.8388,-2,1.2081,-2
327,bright,evident,1,3,6,7,44.41,3.3553,1.33,1.8388,-2,1.5165000000000002,-1
328,notable,prominent,3,3,7,9,0.61,1.5051,2.55,2.1173,0,-0.6122000000000001,-2
329,distinct,prominent,2,3,8,9,3.04,2.1931,2.55,2.1173,-1,0.07579999999999965,-1
330,notable,noted,3,2,7,5,0.61,1.5051,4.8,2.3909,1,-0.8857999999999997,2
331,dim,slow,1,1,3,4,4.76,2.3874,76.02,3.5886,0,-1.2012,-1
332,moderate,slow,3,1,8,4,1.24,1.8062,76.02,3.5886,2,-1.7824,4
333,boring,slow,2,1,6,4,27.41,3.1458,76.02,3.5886,1,-0.4428000000000001,2
334,late,slow,1,1,4,4,269.73,4.1385,76.02,3.5886,0,0.5498999999999996,0
335,tiresome,slow,3,1,8,4,1.45,1.8751,76.02,3.5886,2,-1.7135,4
336,lazy,slow,2,1,4,4,11.59,2.7723,76.02,3.5886,1,-0.8163,0
337,strange,slow,1,1,7,4,86.43,3.6443,76.02,3.5886,0,0.05569999999999986,3
338,gradual,slow,3,1,7,4,0.75,1.5911,76.02,3.5886,2,-1.9975,3
339,retard,slow,2,1,6,4,3.94,2.3054,76.02,3.5886,1,-1.2832,2
340,dim,dull,1,1,3,4,4.76,2.3874,12.08,2.7903,0,-0.4028999999999998,-1
341,flat,dull,1,1,4,4,26.22,3.1265,12.08,2.7903,0,0.3362000000000003,0
342,stupid,dull,2,1,6,4,184.41,3.9734,12.08,2.7903,1,1.1831,2
343,dense,dull,1,1,5,4,2.12,2.0374,12.08,2.7903,0,-0.7528999999999999,1
344,depressing,dull,3,1,10,4,6.35,2.5119,12.08,2.7903,2,-0.2784,6
345,obtuse,dull,2,1,6,4,0.25,1.1461,12.08,2.7903,1,-1.6441999999999999,2
346,despicable,low,4,1,10,3,2.1,2.0334,59.14,3.4796,3,-1.4462000000000002,7
347,moderate,low,3,1,8,3,1.24,1.8062,59.14,3.4796,2,-1.6734,5
348,blue,low,1,1,4,3,102.39,3.7179,59.14,3.4796,0,0.23830000000000018,1
349,weak,low,1,1,4,3,31.51,3.2063,59.14,3.4796,0,-0.2732999999999999,1
350,depressed,low,2,1,9,3,16.27,2.9196,59.14,3.4796,1,-0.56,6
351,vulgar,low,2,1,6,3,3.27,2.2253,59.14,3.4796,1,-1.2543000000000002,3
352,humble,low,2,1,6,3,9.8,2.6998,59.14,3.4796,1,-0.7797999999999998,3
353,record,low,2,1,6,3,85.59,3.6401,59.14,3.4796,1,0.16049999999999986,3
354,earthly,low,2,1,7,3,1.49,1.8865,59.14,3.4796,1,-1.5931,4
355,devoted,constant,3,2,7,8,8.02,2.6128,9.92,2.705,1,-0.09220000000000006,-1
356,continual,constant,4,2,9,8,0.31,1.2304,9.92,2.705,2,-1.4746000000000001,1
357,continuous,constant,4,2,10,8,1.92,1.9956,9.92,2.705,2,-0.7094,2
358,uniform,constant,3,2,7,8,24.82,3.1028,9.92,2.705,1,0.3977999999999997,-1
359,devoted,zealous,3,2,7,7,8.02,2.6128,0.29,1.2041,1,1.4087,0
360,ardent,zealous,2,2,6,7,0.59,1.4914,0.29,1.2041,0,0.2873000000000001,-1
361,conditional,subject,4,2,11,7,0.31,1.2304,36.96,3.2755,2,-2.0451,4
362,conditional,contingent,4,3,11,10,0.31,1.2304,1.08,1.7482,1,-0.5178,1
363,underground,hidden,3,2,11,6,12.02,2.7882,21.27,3.0358,1,-0.24760000000000026,5
364,mysterious,hidden,4,2,10,6,15.0,2.8842,21.27,3.0358,2,-0.15160000000000018,4
365,underground,subterranean,3,5,11,12,12.02,2.7882,0.65,1.5315,-2,1.2566999999999997,-1
366,brittle,fragile,2,2,7,7,1.39,1.8573,5.14,2.42,0,-0.5627,0
367,brittle,crisp,2,1,7,5,1.39,1.8573,3.16,2.2095,1,-0.35219999999999985,2
368,short,crisp,1,1,5,5,85.63,3.6403,3.16,2.2095,0,1.4308,0
369,unable,ineffectual,3,5,6,11,10.25,2.7193,0.45,1.3802,-2,1.3391,-5
370,unable,helpless,3,2,6,8,10.25,2.7193,11.14,2.7551,1,-0.035800000000000054,-2
371,useless,helpless,2,2,7,8,19.94,3.0077,11.14,2.7551,0,0.2525999999999997,-1
372,defenseless,helpless,3,2,11,8,1.33,1.8388,11.14,2.7551,1,-0.9163000000000001,3
373,unable,ineffective,3,4,6,11,10.25,2.7193,0.59,1.4914,-1,1.2279,-5
374,unable,impotent,3,3,6,8,10.25,2.7193,2.08,2.0294,0,0.6899000000000002,-2
375,silly,stupid,2,2,5,6,57.1,3.4643,184.41,3.9734,0,-0.5090999999999997,-1
376,senseless,stupid,2,2,9,6,2.57,2.1206,184.41,3.9734,0,-1.8527999999999998,3
377,thick,stupid,1,2,5,6,13.98,2.8537,184.41,3.9734,-1,-1.1197,-1
378,crass,stupid,1,2,5,6,0.71,1.5682,184.41,3.9734,-1,-2.4052,-1
379,flat,boring,1,2,4,6,26.22,3.1265,27.41,3.1458,-1,-0.019299999999999873,-2
380,slow,boring,1,2,4,6,76.02,3.5886,27.41,3.1458,-1,0.4428000000000001,-2
381,dull,boring,1,2,4,6,12.08,2.7903,27.41,3.1458,-1,-0.35550000000000015,-2
382,tedious,boring,3,2,7,6,1.43,1.8692,27.41,3.1458,1,-1.2766,1
383,flat,level,1,2,4,5,26.22,3.1265,51.63,3.4206,-1,-0.2940999999999998,-1
384,plain,level,1,2,5,5,21.82,3.0469,51.63,3.4206,-1,-0.3736999999999999,0
385,flat,depressed,1,2,4,9,26.22,3.1265,16.27,2.9196,-1,0.20690000000000008,-5
386,despondent,depressed,3,2,10,9,0.47,1.3979,16.27,2.9196,1,-1.5217,1
387,flat,dead,1,1,4,4,26.22,3.1265,448.98,4.3598,0,-1.2332999999999998,0
388,obsolete,dead,3,1,8,4,1.92,1.9956,448.98,4.3598,2,-2.3642,4
389,deceased,dead,2,1,8,4,6.29,2.5079,448.98,4.3598,1,-1.8519,4
390,stagnant,dead,2,1,8,4,0.27,1.1761,448.98,4.3598,1,-3.1837,4
391,flat,vocal,1,2,4,5,26.22,3.1265,2.96,2.1818,-1,0.9447000000000001,-1
392,outspoken,vocal,3,2,9,5,0.49,1.415,2.96,2.1818,1,-0.7667999999999999,4
393,impolite,rude,3,1,8,4,1.29,1.8261,22.06,3.0515,2,-1.2253999999999998,4
394,impertinent,rude,4,1,11,4,1.08,1.7482,22.06,3.0515,3,-1.3033,7
395,violent,rude,3,1,7,4,16.67,2.9299,22.06,3.0515,2,-0.12159999999999993,3
396,barbarian,rude,4,1,9,4,1.8,1.9685,22.06,3.0515,3,-1.083,5
397,offensive,rude,3,1,9,4,6.41,2.5159,22.06,3.0515,2,-0.5356000000000001,5
398,obsolete,old,3,1,8,3,1.92,1.9956,608.94,4.4922,2,-2.4966000000000004,5
399,gray,old,1,1,4,3,21.12,3.0326,608.94,4.4922,0,-1.4596000000000005,1
400,antiquated,old,4,1,10,3,0.55,1.4624,608.94,4.4922,3,-3.0298000000000007,7
401,obsolete,antiquated,3,4,8,10,1.92,1.9956,0.55,1.4624,-1,0.5332000000000001,-2
402,old,antiquated,1,4,3,10,608.94,4.4922,0.55,1.4624,-3,3.0298000000000007,-7
403,obsolete,obscure,3,2,8,7,1.92,1.9956,2.59,2.1239,1,-0.12829999999999986,1
404,deep,obscure,1,2,4,7,76.39,3.5907,2.59,2.1239,-1,1.4668,-3
405,obsolete,extinct,3,2,8,7,1.92,1.9956,2.51,2.1106,1,-0.11499999999999977,1
406,dead,extinct,1,2,4,7,448.98,4.3598,2.51,2.1106,-1,2.2492,-3
407,comprehensive,thorough,4,2,13,8,1.14,1.7709,4.71,2.382,2,-0.6111000000000002,5
408,exhaustive,thorough,3,2,10,8,0.55,1.4624,4.71,2.382,1,-0.9196000000000002,2
409,comprehensive,wide,4,1,13,4,1.14,1.7709,23.8,3.0846,3,-1.3137,9
410,broad,wide,1,1,5,4,14.73,2.8762,23.8,3.0846,0,-0.20840000000000014,1
411,extensive,wide,3,1,9,4,3.71,2.2788,23.8,3.0846,2,-0.8058000000000001,5
412,vast,wide,1,1,4,4,6.1,2.4942,23.8,3.0846,0,-0.5903999999999998,0
413,adequate,competent,3,3,8,9,2.59,2.1239,2.43,2.0969,0,0.02699999999999969,-1
414,able,competent,2,3,4,9,159.9,3.9115,2.43,2.0969,-1,1.8146,-5
415,capable,competent,3,3,7,9,20.82,3.0265,2.43,2.0969,0,0.9295999999999998,-2
416,efficient,competent,3,3,9,9,4.96,2.4048,2.43,2.0969,0,0.3078999999999996,0
417,adequate,decent,3,2,8,6,2.59,2.1239,28.1,3.1565,1,-1.0326,2
418,moderate,decent,3,2,8,6,1.24,1.8062,28.1,3.1565,1,-1.3502999999999998,2
419,proper,decent,2,2,6,6,25.27,3.1106,28.1,3.1565,0,-0.04590000000000005,0
420,adequate,capable,3,3,8,7,2.59,2.1239,20.82,3.0265,0,-0.9026000000000001,1
421,able,capable,2,3,4,7,159.9,3.9115,20.82,3.0265,-1,0.8850000000000002,-3
422,adequate,sufficient,3,3,8,10,2.59,2.1239,4.76,2.3874,0,-0.26350000000000007,-2
423,valid,sufficient,2,3,5,10,3.22,2.2175,4.76,2.3874,-1,-0.16990000000000016,-5
424,competent,sufficient,3,3,9,10,2.43,2.0969,4.76,2.3874,0,-0.29049999999999976,-1
425,adequate,equal,3,2,8,5,2.59,2.1239,13.37,2.8344,1,-0.7105000000000001,3
426,equivalent,equal,4,2,10,5,2.63,2.1303,13.37,2.8344,2,-0.7041,5
427,match,equal,1,2,5,5,49.43,3.4017,13.37,2.8344,-1,0.5672999999999999,0
428,tame,domestic,1,3,4,8,2.73,2.1461,6.88,2.5465,-2,-0.40039999999999987,-4
429,economic,domestic,4,3,8,8,4.96,2.4048,6.88,2.5465,1,-0.14170000000000016,0
430,tame,mild,1,1,4,4,2.73,2.1461,4.8,2.3909,0,-0.24479999999999968,0
431,moderate,mild,3,1,8,4,1.24,1.8062,4.8,2.3909,2,-0.5846999999999998,4
432,smooth,mild,1,1,6,4,18.27,2.9699,4.8,2.3909,0,0.5790000000000002,2
433,sweet,mild,1,1,5,4,145.2,3.8696,4.8,2.3909,0,1.4787000000000003,1
434,peaceful,mild,2,1,8,4,11.24,2.7589,4.8,2.3909,1,0.3680000000000003,4
435,soft,mild,1,1,4,4,32.02,3.2133,4.8,2.3909,0,0.8224,0
436,balmy,mild,2,1,5,4,0.57,1.4771,4.8,2.3909,1,-0.9137999999999997,1
437,tame,subdue,1,2,4,6,2.73,2.1461,0.8,1.6232,-1,0.5229000000000001,-2
438,tame,conquer,1,2,4,7,2.73,2.1461,4.98,2.4065,-1,-0.26039999999999974,-3
439,subdue,conquer,2,2,6,7,0.8,1.6232,4.98,2.4065,0,-0.7832999999999999,-1
440,tame,domesticate,1,4,4,11,2.73,2.1461,0.06,0.6021,-3,1.544,-7
441,rough,crude,1,1,5,5,37.39,3.2806,3.04,2.1931,0,1.0875000000000004,0
442,rude,crude,1,1,4,5,22.06,3.0515,3.04,2.1931,0,0.8584,-1
443,petroleum,crude,4,1,9,5,1.25,1.8129,3.04,2.1931,3,-0.38019999999999987,4
444,rough,fierce,1,1,5,6,37.39,3.2806,4.78,2.3892,0,0.8914,-1
445,rough,approximate,1,4,5,11,37.39,3.2806,1.25,1.8129,-3,1.4677000000000002,-6
446,rough,ragged,1,2,5,6,37.39,3.2806,1.57,1.9085,-1,1.3721,-1
447,rough,boisterous,1,3,5,10,37.39,3.2806,0.24,1.1139,-2,2.1667000000000005,-5
448,rough,uncut,1,2,5,5,37.39,3.2806,0.78,1.6128,-1,1.6678000000000002,0
449,classical,canonical,3,4,9,9,4.39,2.3522,0.02,0.301,-1,2.0511999999999997,0
450,optimistic,hopeful,4,2,10,7,3.39,2.2405,2.98,2.1847,2,0.05580000000000007,3
451,joyous,happy,2,2,6,5,1.35,1.8451,333.2,4.2303,0,-2.3851999999999998,1
452,white,happy,1,2,5,5,171.45,3.9418,333.2,4.2303,-1,-0.28849999999999953,0
453,glad,happy,1,2,4,5,171.37,3.9416,333.2,4.2303,-1,-0.2886999999999995,-1
454,fortunate,happy,3,2,9,5,8.22,2.6232,333.2,4.2303,1,-1.6070999999999995,4
455,blessed,happy,1,2,7,5,13.8,2.8482,333.2,4.2303,-1,-1.3820999999999999,2
456,carefree,happy,2,2,8,5,1.35,1.8451,333.2,4.2303,0,-2.3851999999999998,3
457,abrupt,sharp,2,1,6,5,1.14,1.7709,23.78,3.0842,1,-1.3133000000000001,1
458,angry,sharp,2,1,5,5,58.98,3.4784,23.78,3.0842,1,0.3942000000000001,0
459,smart,sharp,1,1,5,5,96.25,3.6911,23.78,3.0842,0,0.6069,0
460,witty,sharp,2,1,5,5,3.2,2.2148,23.78,3.0842,1,-0.8694000000000002,0
461,cruel,sharp,2,1,5,5,18.35,2.9717,23.78,3.0842,1,-0.11250000000000027,0
462,incisive,sharp,3,1,8,5,0.16,0.9542,23.78,3.0842,2,-2.13,3
463,trenchant,sharp,2,1,9,5,0.04,0.4771,23.78,3.0842,1,-2.6071,4
464,sarcastic,sharp,3,1,9,5,2.61,2.1271,23.78,3.0842,2,-0.9571000000000001,4
465,eager,sharp,2,1,5,5,6.86,2.5453,23.78,3.0842,1,-0.5388999999999999,0
466,violent,sharp,3,1,7,5,16.67,2.9299,23.78,3.0842,2,-0.1543000000000001,2
467,angular,sharp,3,1,7,5,0.14,0.9031,23.78,3.0842,2,-2.1811,2
468,square,sharp,1,1,6,5,31.76,3.2098,23.78,3.0842,0,0.12559999999999993,1
469,pungent,sharp,2,1,7,5,0.39,1.3222,23.78,3.0842,1,-1.762,2
470,overbearing,bossy,4,2,11,5,0.96,1.699,1.75,1.9542,2,-0.25519999999999987,6
471,overbearing,tyrannical,4,4,11,10,0.96,1.699,0.29,1.2041,0,0.4949000000000001,1
472,overbearing,insolent,4,3,11,8,0.96,1.699,1.2,1.7924,1,-0.09339999999999993,3
473,rude,insolent,1,3,4,8,22.06,3.0515,1.2,1.7924,-2,1.2590999999999999,-4
474,overbearing,arrogant,4,3,11,8,0.96,1.699,5.22,2.4265,1,-0.7274999999999998,3
475,presumptuous,arrogant,4,3,12,8,1.35,1.8451,5.22,2.4265,1,-0.5813999999999999,4
476,proud,arrogant,1,3,5,8,83.63,3.63,5.22,2.4265,-2,1.2035,-3
477,pompous,arrogant,2,3,7,8,2.39,2.0899,5.22,2.4265,-1,-0.3365999999999998,-1
478,imperious,arrogant,4,3,9,8,0.29,1.2041,5.22,2.4265,1,-1.2224,1
479,unsure,shy,2,1,6,3,1.02,1.7243,18.37,2.9722,1,-1.2479,3
480,meritorious,deserving,5,3,11,9,0.25,1.1461,0.98,1.7076,2,-0.5615000000000001,2
481,worthy,deserving,2,3,6,9,10.33,2.7226,0.98,1.7076,-1,1.015,-3
482,minor,underage,2,3,5,8,12.82,2.8162,2.18,2.0492,-1,0.7669999999999999,-3
483,infinite,countless,3,2,8,9,3.49,2.2529,2.37,2.0864,1,0.1665000000000001,-1
484,infinite,perfect,3,2,8,7,3.49,2.2529,158.65,3.9081,1,-1.6552000000000002,1
485,circular,perfect,3,2,8,7,1.59,1.9138,158.65,3.9081,1,-1.9943000000000002,1
486,absolute,perfect,3,2,8,7,11.31,2.7619,158.65,3.9081,1,-1.1462000000000003,1
487,complete,perfect,2,2,8,7,51.69,3.4211,158.65,3.9081,0,-0.4870000000000001,1
488,integrate,perfect,3,2,9,7,0.78,1.6128,158.65,3.9081,1,-2.2953,2
489,average,normal,3,2,7,6,16.65,2.9294,70.37,3.5551,1,-0.6257000000000001,1
490,plain,normal,1,2,5,6,21.82,3.0469,70.37,3.5551,-1,-0.5082,-1
491,formal,normal,2,2,6,6,8.31,2.6284,70.37,3.5551,0,-0.9266999999999999,0
492,average,usual,3,3,7,5,16.65,2.9294,37.24,3.2788,0,-0.34940000000000015,2
493,customary,usual,4,3,9,5,2.18,2.0492,37.24,3.2788,1,-1.2296,4
494,ordinary,usual,4,3,8,5,19.08,2.9886,37.24,3.2788,1,-0.2902,3
495,habitual,usual,4,3,8,5,0.51,1.4314,37.24,3.2788,1,-1.8474,3
496,average,medium,3,3,7,6,16.65,2.9294,7.1,2.5599,0,0.36949999999999994,1
497,intermediate,medium,5,3,12,6,0.45,1.3802,7.1,2.5599,2,-1.1796999999999997,6
498,ordinary,medium,4,3,8,6,19.08,2.9886,7.1,2.5599,1,0.4287000000000001,2
499,average,median,3,3,7,6,16.65,2.9294,0.39,1.3222,0,1.6071999999999997,1
500,average,standard,3,2,7,8,16.65,2.9294,18.43,2.9736,1,-0.04420000000000002,-1
501,stock,standard,1,2,5,8,25.49,3.1143,18.43,2.9736,-1,0.14070000000000027,-3
502,thoughtful,considerate,2,4,10,11,7.8,2.601,3.43,2.2455,-2,0.35550000000000015,-1
503,thoughtful,deliberate,2,4,10,10,7.8,2.601,2.84,2.1644,-2,0.4365999999999999,0
504,cool,deliberate,1,4,4,10,195.88,3.9996,2.84,2.1644,-3,1.8352,-6
505,deliver,deliberate,3,4,7,10,28.35,3.1605,2.84,2.1644,-1,0.9960999999999998,-3
506,thoughtful,concerned,2,2,10,9,7.8,2.601,44.33,3.3545,0,-0.7534999999999998,1
507,tyrannical,dictatorial,4,5,10,11,0.29,1.2041,0.14,0.9031,-1,0.30099999999999993,-1
508,fair,upright,1,2,4,7,94.75,3.6842,3.02,2.1903,-1,1.4939,-3
509,vertical,upright,3,2,8,7,2.76,2.1523,3.02,2.1903,1,-0.038000000000000256,1
510,fair,beautiful,1,3,4,9,94.75,3.6842,279.73,4.1543,-2,-0.47009999999999996,-5
511,hot,beautiful,1,3,3,9,189.84,3.986,279.73,4.1543,-2,-0.1682999999999999,-6
512,gorgeous,beautiful,2,3,8,9,24.06,3.0892,279.73,4.1543,-1,-1.0651000000000002,-1
513,exquisite,beautiful,3,3,9,9,4.18,2.3304,279.73,4.1543,0,-1.8239,0
514,fine,beautiful,1,3,4,9,598.08,4.4843,279.73,4.1543,-2,0.33000000000000007,-5
515,lovely,beautiful,2,3,6,9,95.16,3.6861,279.73,4.1543,-1,-0.46819999999999995,-3
516,fair,pleasant,1,2,4,8,94.75,3.6842,21.02,3.0306,-1,0.6536,-4
517,pleasing,pleasant,2,2,8,8,1.55,1.9031,21.02,3.0306,0,-1.1275000000000002,0
518,agreeable,pleasant,4,2,9,8,1.59,1.9138,21.02,3.0306,2,-1.1168000000000002,1
519,fair,clean,1,1,4,5,94.75,3.6842,121.24,3.7913,0,-0.10709999999999997,-1
520,empty,clean,2,1,5,5,47.24,3.382,121.24,3.7913,1,-0.4093,0
521,neat,clean,1,1,4,5,12.45,2.8035,121.24,3.7913,0,-0.9878,-1
522,strip,clean,1,1,5,5,15.69,2.9036,121.24,3.7913,0,-0.8877000000000002,0
523,fair,candid,1,2,4,6,94.75,3.6842,2.0,2.0128,-1,1.6714000000000002,-2
524,honest,candid,2,2,6,6,72.33,3.567,2.0,2.0128,0,1.5542000000000002,0
525,blunt,candid,1,2,5,6,4.9,2.3997,2.0,2.0128,-1,0.38690000000000024,-1
526,open,candid,2,2,4,6,320.41,4.2133,2.0,2.0128,0,2.2005000000000003,-2
527,fair,pale,1,1,4,4,94.75,3.6842,8.02,2.6128,0,1.0714000000000001,0
528,pallid,pale,2,1,6,4,0.16,0.9542,8.02,2.6128,1,-1.6585999999999999,2
529,scale,pale,1,1,5,4,9.51,2.6866,8.02,2.6128,0,0.07379999999999987,1
530,fair,handsome,1,2,4,8,94.75,3.6842,33.02,3.2266,-1,0.45760000000000023,-4
531,big,handsome,1,2,3,8,682.82,4.5419,33.02,3.2266,-1,1.3153000000000001,-5
532,accountable,answerable,4,4,11,10,1.41,1.8633,0.18,1.0,0,0.8633,1
533,accountable,responsible,4,4,11,11,1.41,1.8633,45.06,3.3615,0,-1.4982,0
534,opulent,rich,3,1,7,4,0.14,0.9031,80.39,3.6129,2,-2.7097999999999995,3
535,robust,rich,2,1,6,4,0.71,1.5682,80.39,3.6129,1,-2.0446999999999997,2
536,wealthy,rich,2,1,7,4,7.37,2.5763,80.39,3.6129,1,-1.0366,3
537,ample,rich,2,1,5,4,1.82,1.9731,80.39,3.6129,1,-1.6397999999999997,1
538,abundant,rich,3,1,8,4,0.57,1.4771,80.39,3.6129,2,-2.1357999999999997,4
539,deep,rich,1,1,4,4,76.39,3.5907,80.39,3.6129,0,-0.022199999999999775,0
540,exuberant,rich,4,1,9,4,0.24,1.1139,80.39,3.6129,3,-2.4989999999999997,5
541,fertile,rich,2,1,7,4,1.57,1.9085,80.39,3.6129,1,-1.7043999999999997,3
542,melodious,rich,4,1,9,4,0.16,0.9542,80.39,3.6129,3,-2.6586999999999996,5
543,affluent,rich,3,1,8,4,0.29,1.2041,80.39,3.6129,2,-2.4088,4
544,plentiful,rich,3,1,9,4,0.29,1.2041,80.39,3.6129,2,-2.4088,5
545,due,exact,1,2,3,5,44.61,3.3572,22.63,3.0626,-1,0.2946,-2
546,accurate,exact,3,2,8,5,7.84,2.6031,22.63,3.0626,1,-0.45950000000000024,3
547,formal,exact,2,2,6,5,8.31,2.6284,22.63,3.0626,0,-0.43420000000000014,1
548,true,exact,1,2,4,5,253.35,4.1113,22.63,3.0626,-1,1.0486999999999997,-1
549,precise,exact,2,2,7,5,5.2,2.4249,22.63,3.0626,0,-0.6377000000000002,2
550,due,right,1,1,3,5,44.61,3.3572,4008.39,5.3105,0,-1.9533,-2
551,due,right,1,1,3,5,44.61,3.3572,4008.39,5.3105,0,-1.9533,-2
552,correct,right,2,1,7,5,44.94,3.3604,4008.39,5.3105,1,-1.9501000000000004,2
553,due,fit,1,1,3,3,44.61,3.3572,57.59,3.4681,0,-0.1109,0
554,hot,fit,1,1,3,3,189.84,3.986,57.59,3.4681,0,0.5179,0
555,convenient,fit,3,1,10,3,8.55,2.6405,57.59,3.4681,2,-0.8276000000000003,7
556,square,fit,1,1,6,3,31.76,3.2098,57.59,3.4681,0,-0.2583000000000002,3
557,prepare,fit,2,1,7,3,33.55,3.2335,57.59,3.4681,1,-0.23460000000000036,4
558,sort,fit,1,1,4,3,148.71,3.88,57.59,3.4681,0,0.4118999999999997,1
559,due,debt,1,1,3,4,44.61,3.3572,14.22,2.8609,0,0.4963000000000002,-1
560,hot,tasty,1,2,3,5,189.84,3.986,6.31,2.5092,-1,1.4768000000000003,-2
561,hot,glowing,1,2,3,7,189.84,3.986,3.53,2.2577,-1,1.7283000000000004,-4
562,hot,acrid,1,2,3,5,189.84,3.986,0.04,0.4771,-1,3.5089,-2
563,hot,brisk,1,1,3,5,189.84,3.986,1.04,1.7324,0,2.2536000000000005,-2
564,breezy,brisk,2,1,6,5,0.78,1.6128,1.04,1.7324,1,-0.11959999999999993,1
565,hot,blistering,1,3,3,10,189.84,3.986,0.47,1.3979,-2,2.5881000000000003,-7
566,rugged,rough,2,1,6,5,2.0,2.0128,37.39,3.2806,1,-1.2678000000000003,1
567,boisterous,rough,3,1,10,5,0.24,1.1139,37.39,3.2806,2,-2.1667000000000005,5
568,coarse,rough,1,1,6,5,1.35,1.8451,37.39,3.2806,0,-1.4355000000000002,1
569,severe,rough,2,1,6,5,9.41,2.6821,37.39,3.2806,1,-0.5985,1
570,crude,rough,1,1,5,5,3.04,2.1931,37.39,3.2806,0,-1.0875000000000004,0
571,harsh,rough,1,1,5,5,7.1,2.5599,37.39,3.2806,0,-0.7207000000000003,0
572,rustic,rough,2,1,6,5,0.78,1.6128,37.39,3.2806,1,-1.6678000000000002,1
573,hairy,rough,2,1,5,5,6.31,2.5092,37.39,3.2806,1,-0.7714000000000003,0
574,raucous,rough,2,1,7,5,0.31,1.2304,37.39,3.2806,1,-2.0502000000000002,2
575,rowdy,rough,2,1,5,5,1.02,1.7243,37.39,3.2806,1,-1.5563000000000002,0
576,rugged,robust,2,2,6,6,2.0,2.0128,0.71,1.5682,0,0.4445999999999999,0
