,Word1,Word2,Word1_Syll,Word2_Syll,Freq_Per_Mil1,Log_Freq_Per_Mil1,Freq_Per_Mil2,Log_Freq_Per_Mil2,Syll_Delta,Freq_Delta
335,tiresome,slow,3,1,1.45,1.8751,76.02,3.5886,2,-1.7135
336,lazy,slow,2,1,11.59,2.7723,76.02,3.5886,1,-0.8163
337,strange,slow,1,1,86.43,3.6443,76.02,3.5886,0,-0.05569999999999986
338,gradual,slow,3,1,0.75,1.5911,76.02,3.5886,2,-1.9975
339,retard,slow,2,1,3.94,2.3054,76.02,3.5886,1,-1.2832
340,dim,dull,1,1,4.76,2.3874,12.08,2.7903,0,0.4028999999999998
341,flat,dull,1,1,26.22,3.1265,12.08,2.7903,0,-0.3362000000000003
342,stupid,dull,2,1,184.41,3.9734,12.08,2.7903,1,1.1831
343,dense,dull,1,1,2.12,2.0374,12.08,2.7903,0,0.7528999999999999
344,depressing,dull,3,1,6.35,2.5119,12.08,2.7903,2,-0.2784
345,obtuse,dull,2,1,0.25,1.1461,12.08,2.7903,1,-1.6441999999999999
346,despicable,low,4,1,2.1,2.0334,59.14,3.4796,3,-1.4462000000000002
347,moderate,low,3,1,1.24,1.8062,59.14,3.4796,2,-1.6734
348,blue,low,1,1,102.39,3.7179,59.14,3.4796,0,-0.23830000000000018
349,weak,low,1,1,31.51,3.2063,59.14,3.4796,0,0.2732999999999999
350,depressed,low,2,1,16.27,2.9196,59.14,3.4796,1,-0.56
351,vulgar,low,2,1,3.27,2.2253,59.14,3.4796,1,-1.2543000000000002
352,humble,low,2,1,9.8,2.6998,59.14,3.4796,1,-0.7797999999999998
353,record,low,2,1,85.59,3.6401,59.14,3.4796,1,0.16049999999999986
354,earthly,low,2,1,1.49,1.8865,59.14,3.4796,1,-1.5931
355,devoted,constant,3,2,8.02,2.6128,9.92,2.705,1,-0.09220000000000006
356,continual,constant,4,2,0.31,1.2304,9.92,2.705,2,-1.4746000000000001
357,continuous,constant,4,2,1.92,1.9956,9.92,2.705,2,-0.7094
358,uniform,constant,3,2,24.82,3.1028,9.92,2.705,1,0.3977999999999997
359,devoted,zealous,3,2,8.02,2.6128,0.29,1.2041,1,1.4087
360,ardent,zealous,2,2,0.59,1.4914,0.29,1.2041,0,-0.2873000000000001
361,conditional,subject,4,2,0.31,1.2304,36.96,3.2755,2,-2.0451
362,conditional,contingent,4,3,0.31,1.2304,1.08,1.7482,1,-0.5178
363,underground,hidden,3,2,12.02,2.7882,21.27,3.0358,1,-0.24760000000000026
364,mysterious,hidden,4,2,15.0,2.8842,21.27,3.0358,2,-0.15160000000000018
365,underground,subterranean,3,5,12.02,2.7882,0.65,1.5315,2,-1.2566999999999997
366,brittle,fragile,2,2,1.39,1.8573,5.14,2.42,0,0.5627
367,brittle,crisp,2,1,1.39,1.8573,3.16,2.2095,1,-0.35219999999999985
368,short,crisp,1,1,85.63,3.6403,3.16,2.2095,0,-1.4308
369,unable,ineffectual,3,5,10.25,2.7193,0.45,1.3802,2,-1.3391
370,unable,helpless,3,2,10.25,2.7193,11.14,2.7551,1,-0.035800000000000054
371,useless,helpless,2,2,19.94,3.0077,11.14,2.7551,0,-0.2525999999999997
372,defenseless,helpless,3,2,1.33,1.8388,11.14,2.7551,1,-0.9163000000000001
373,unable,ineffective,3,4,10.25,2.7193,0.59,1.4914,1,-1.2279
374,unable,impotent,3,3,10.25,2.7193,2.08,2.0294,0,-0.6899000000000002
375,silly,stupid,2,2,57.1,3.4643,184.41,3.9734,0,0.5090999999999997
376,senseless,stupid,2,2,2.57,2.1206,184.41,3.9734,0,1.8527999999999998
377,thick,stupid,1,2,13.98,2.8537,184.41,3.9734,1,1.1197
378,crass,stupid,1,2,0.71,1.5682,184.41,3.9734,1,2.4052
379,flat,boring,1,2,26.22,3.1265,27.41,3.1458,1,0.019299999999999873
380,slow,boring,1,2,76.02,3.5886,27.41,3.1458,1,-0.4428000000000001
381,dull,boring,1,2,12.08,2.7903,27.41,3.1458,1,0.35550000000000015
382,tedious,boring,3,2,1.43,1.8692,27.41,3.1458,1,-1.2766
383,flat,level,1,2,26.22,3.1265,51.63,3.4206,1,0.2940999999999998
384,plain,level,1,2,21.82,3.0469,51.63,3.4206,1,0.3736999999999999
385,flat,depressed,1,2,26.22,3.1265,16.27,2.9196,1,-0.20690000000000008
386,despondent,depressed,3,2,0.47,1.3979,16.27,2.9196,1,-1.5217
387,flat,dead,1,1,26.22,3.1265,448.98,4.3598,0,1.2332999999999998
388,obsolete,dead,3,1,1.92,1.9956,448.98,4.3598,2,-2.3642
389,deceased,dead,2,1,6.29,2.5079,448.98,4.3598,1,-1.8519
390,stagnant,dead,2,1,0.27,1.1761,448.98,4.3598,1,-3.1837
391,flat,vocal,1,2,26.22,3.1265,2.96,2.1818,1,-0.9447000000000001
392,outspoken,vocal,3,2,0.49,1.415,2.96,2.1818,1,-0.7667999999999999
393,impolite,rude,3,1,1.29,1.8261,22.06,3.0515,2,-1.2253999999999998
394,impertinent,rude,4,1,1.08,1.7482,22.06,3.0515,3,-1.3033
395,violent,rude,3,1,16.67,2.9299,22.06,3.0515,2,-0.12159999999999993
396,barbarian,rude,4,1,1.8,1.9685,22.06,3.0515,3,-1.083
397,offensive,rude,3,1,6.41,2.5159,22.06,3.0515,2,-0.5356000000000001
398,obsolete,old,3,1,1.92,1.9956,608.94,4.4922,2,-2.4966000000000004
399,gray,old,1,1,21.12,3.0326,608.94,4.4922,0,1.4596000000000005
400,antiquated,old,4,1,0.55,1.4624,608.94,4.4922,3,-3.0298000000000007
401,obsolete,antiquated,3,4,1.92,1.9956,0.55,1.4624,1,-0.5332000000000001
402,old,antiquated,1,4,608.94,4.4922,0.55,1.4624,3,-3.0298000000000007
403,obsolete,obscure,3,2,1.92,1.9956,2.59,2.1239,1,-0.12829999999999986
404,deep,obscure,1,2,76.39,3.5907,2.59,2.1239,1,-1.4668
405,obsolete,extinct,3,2,1.92,1.9956,2.51,2.1106,1,-0.11499999999999977
406,dead,extinct,1,2,448.98,4.3598,2.51,2.1106,1,-2.2492
407,comprehensive,thorough,4,2,1.14,1.7709,4.71,2.382,2,-0.6111000000000002
408,exhaustive,thorough,3,2,0.55,1.4624,4.71,2.382,1,-0.9196000000000002
409,comprehensive,wide,4,1,1.14,1.7709,23.8,3.0846,3,-1.3137
410,broad,wide,1,1,14.73,2.8762,23.8,3.0846,0,0.20840000000000014
411,extensive,wide,3,1,3.71,2.2788,23.8,3.0846,2,-0.8058000000000001
412,vast,wide,1,1,6.1,2.4942,23.8,3.0846,0,0.5903999999999998
413,adequate,competent,3,3,2.59,2.1239,2.43,2.0969,0,-0.02699999999999969
414,able,competent,2,3,159.9,3.9115,2.43,2.0969,1,-1.8146
415,capable,competent,3,3,20.82,3.0265,2.43,2.0969,0,-0.9295999999999998
416,efficient,competent,3,3,4.96,2.4048,2.43,2.0969,0,-0.3078999999999996
417,adequate,decent,3,2,2.59,2.1239,28.1,3.1565,1,-1.0326
418,moderate,decent,3,2,1.24,1.8062,28.1,3.1565,1,-1.3502999999999998
419,proper,decent,2,2,25.27,3.1106,28.1,3.1565,0,0.04590000000000005
420,adequate,capable,3,3,2.59,2.1239,20.82,3.0265,0,0.9026000000000001
421,able,capable,2,3,159.9,3.9115,20.82,3.0265,1,-0.8850000000000002
422,adequate,sufficient,3,3,2.59,2.1239,4.76,2.3874,0,0.26350000000000007
423,valid,sufficient,2,3,3.22,2.2175,4.76,2.3874,1,0.16990000000000016
424,competent,sufficient,3,3,2.43,2.0969,4.76,2.3874,0,0.29049999999999976
425,adequate,equal,3,2,2.59,2.1239,13.37,2.8344,1,-0.7105000000000001
426,equivalent,equal,4,2,2.63,2.1303,13.37,2.8344,2,-0.7041
427,match,equal,1,2,49.43,3.4017,13.37,2.8344,1,-0.5672999999999999
428,tame,domestic,1,3,2.73,2.1461,6.88,2.5465,2,0.40039999999999987
429,economic,domestic,4,3,4.96,2.4048,6.88,2.5465,1,-0.14170000000000016
430,tame,mild,1,1,2.73,2.1461,4.8,2.3909,0,0.24479999999999968
431,moderate,mild,3,1,1.24,1.8062,4.8,2.3909,2,-0.5846999999999998
432,smooth,mild,1,1,18.27,2.9699,4.8,2.3909,0,-0.5790000000000002
433,sweet,mild,1,1,145.2,3.8696,4.8,2.3909,0,-1.4787000000000003
434,peaceful,mild,2,1,11.24,2.7589,4.8,2.3909,1,0.3680000000000003
435,soft,mild,1,1,32.02,3.2133,4.8,2.3909,0,-0.8224
436,balmy,mild,2,1,0.57,1.4771,4.8,2.3909,1,-0.9137999999999997
437,tame,subdue,1,2,2.73,2.1461,0.8,1.6232,1,-0.5229000000000001
438,tame,conquer,1,2,2.73,2.1461,4.98,2.4065,1,0.26039999999999974
439,subdue,conquer,2,2,0.8,1.6232,4.98,2.4065,0,0.7832999999999999
440,tame,domesticate,1,4,2.73,2.1461,0.06,0.6021,3,-1.544
441,rough,crude,1,1,37.39,3.2806,3.04,2.1931,0,-1.0875000000000004
442,rude,crude,1,1,22.06,3.0515,3.04,2.1931,0,-0.8584
443,petroleum,crude,4,1,1.25,1.8129,3.04,2.1931,3,-0.38019999999999987
444,rough,fierce,1,1,37.39,3.2806,4.78,2.3892,0,-0.8914
445,rough,approximate,1,4,37.39,3.2806,1.25,1.8129,3,-1.4677000000000002
446,rough,ragged,1,2,37.39,3.2806,1.57,1.9085,1,-1.3721
447,rough,boisterous,1,3,37.39,3.2806,0.24,1.1139,2,-2.1667000000000005
448,rough,uncut,1,2,37.39,3.2806,0.78,1.6128,1,-1.6678000000000002
449,classical,canonical,3,4,4.39,2.3522,0.02,0.301,1,-2.0511999999999997
450,optimistic,hopeful,4,2,3.39,2.2405,2.98,2.1847,2,0.05580000000000007
451,joyous,happy,2,2,1.35,1.8451,333.2,4.2303,0,2.3851999999999998
452,white,happy,1,2,171.45,3.9418,333.2,4.2303,1,0.28849999999999953
453,glad,happy,1,2,171.37,3.9416,333.2,4.2303,1,0.2886999999999995
454,fortunate,happy,3,2,8.22,2.6232,333.2,4.2303,1,-1.6070999999999995
455,blessed,happy,1,2,13.8,2.8482,333.2,4.2303,1,1.3820999999999999
456,carefree,happy,2,2,1.35,1.8451,333.2,4.2303,0,2.3851999999999998
457,abrupt,sharp,2,1,1.14,1.7709,23.78,3.0842,1,-1.3133000000000001
458,angry,sharp,2,1,58.98,3.4784,23.78,3.0842,1,0.3942000000000001
459,smart,sharp,1,1,96.25,3.6911,23.78,3.0842,0,-0.6069
460,witty,sharp,2,1,3.2,2.2148,23.78,3.0842,1,-0.8694000000000002
461,cruel,sharp,2,1,18.35,2.9717,23.78,3.0842,1,-0.11250000000000027
462,incisive,sharp,3,1,0.16,0.9542,23.78,3.0842,2,-2.13
463,trenchant,sharp,2,1,0.04,0.4771,23.78,3.0842,1,-2.6071
464,sarcastic,sharp,3,1,2.61,2.1271,23.78,3.0842,2,-0.9571000000000001
465,eager,sharp,2,1,6.86,2.5453,23.78,3.0842,1,-0.5388999999999999
466,violent,sharp,3,1,16.67,2.9299,23.78,3.0842,2,-0.1543000000000001
467,angular,sharp,3,1,0.14,0.9031,23.78,3.0842,2,-2.1811
468,square,sharp,1,1,31.76,3.2098,23.78,3.0842,0,-0.12559999999999993
469,pungent,sharp,2,1,0.39,1.3222,23.78,3.0842,1,-1.762
470,overbearing,bossy,4,2,0.96,1.699,1.75,1.9542,2,-0.25519999999999987
471,overbearing,tyrannical,4,4,0.96,1.699,0.29,1.2041,0,-0.4949000000000001
472,overbearing,insolent,4,3,0.96,1.699,1.2,1.7924,1,-0.09339999999999993
473,rude,insolent,1,3,22.06,3.0515,1.2,1.7924,2,-1.2590999999999999
474,overbearing,arrogant,4,3,0.96,1.699,5.22,2.4265,1,-0.7274999999999998
475,presumptuous,arrogant,4,3,1.35,1.8451,5.22,2.4265,1,-0.5813999999999999
476,proud,arrogant,1,3,83.63,3.63,5.22,2.4265,2,-1.2035
477,pompous,arrogant,2,3,2.39,2.0899,5.22,2.4265,1,0.3365999999999998
478,imperious,arrogant,4,3,0.29,1.2041,5.22,2.4265,1,-1.2224
479,unsure,shy,2,1,1.02,1.7243,18.37,2.9722,1,-1.2479
480,meritorious,deserving,5,3,0.25,1.1461,0.98,1.7076,2,-0.5615000000000001
481,worthy,deserving,2,3,10.33,2.7226,0.98,1.7076,1,-1.015
482,minor,underage,2,3,12.82,2.8162,2.18,2.0492,1,-0.7669999999999999
483,infinite,countless,3,2,3.49,2.2529,2.37,2.0864,1,0.1665000000000001
484,infinite,perfect,3,2,3.49,2.2529,158.65,3.9081,1,-1.6552000000000002
485,circular,perfect,3,2,1.59,1.9138,158.65,3.9081,1,-1.9943000000000002
486,absolute,perfect,3,2,11.31,2.7619,158.65,3.9081,1,-1.1462000000000003
487,complete,perfect,2,2,51.69,3.4211,158.65,3.9081,0,0.4870000000000001
488,integrate,perfect,3,2,0.78,1.6128,158.65,3.9081,1,-2.2953
489,average,normal,3,2,16.65,2.9294,70.37,3.5551,1,-0.6257000000000001
490,plain,normal,1,2,21.82,3.0469,70.37,3.5551,1,0.5082
491,formal,normal,2,2,8.31,2.6284,70.37,3.5551,0,0.9266999999999999
492,average,usual,3,3,16.65,2.9294,37.24,3.2788,0,0.34940000000000015
493,customary,usual,4,3,2.18,2.0492,37.24,3.2788,1,-1.2296
494,ordinary,usual,4,3,19.08,2.9886,37.24,3.2788,1,-0.2902
495,habitual,usual,4,3,0.51,1.4314,37.24,3.2788,1,-1.8474
496,average,medium,3,3,16.65,2.9294,7.1,2.5599,0,-0.36949999999999994
497,intermediate,medium,5,3,0.45,1.3802,7.1,2.5599,2,-1.1796999999999997
498,ordinary,medium,4,3,19.08,2.9886,7.1,2.5599,1,0.4287000000000001
499,average,median,3,3,16.65,2.9294,0.39,1.3222,0,-1.6071999999999997
500,average,standard,3,2,16.65,2.9294,18.43,2.9736,1,-0.04420000000000002
501,stock,standard,1,2,25.49,3.1143,18.43,2.9736,1,-0.14070000000000027
502,thoughtful,considerate,2,4,7.8,2.601,3.43,2.2455,2,-0.35550000000000015
503,thoughtful,deliberate,2,4,7.8,2.601,2.84,2.1644,2,-0.4365999999999999
504,cool,deliberate,1,4,195.88,3.9996,2.84,2.1644,3,-1.8352
505,deliver,deliberate,3,4,28.35,3.1605,2.84,2.1644,1,-0.9960999999999998
506,thoughtful,concerned,2,2,7.8,2.601,44.33,3.3545,0,0.7534999999999998
507,tyrannical,dictatorial,4,5,0.29,1.2041,0.14,0.9031,1,-0.30099999999999993
508,fair,upright,1,2,94.75,3.6842,3.02,2.1903,1,-1.4939
509,vertical,upright,3,2,2.76,2.1523,3.02,2.1903,1,-0.038000000000000256
510,fair,beautiful,1,3,94.75,3.6842,279.73,4.1543,2,0.47009999999999996
511,hot,beautiful,1,3,189.84,3.986,279.73,4.1543,2,0.1682999999999999
512,gorgeous,beautiful,2,3,24.06,3.0892,279.73,4.1543,1,1.0651000000000002
513,exquisite,beautiful,3,3,4.18,2.3304,279.73,4.1543,0,1.8239
514,fine,beautiful,1,3,598.08,4.4843,279.73,4.1543,2,-0.33000000000000007
515,lovely,beautiful,2,3,95.16,3.6861,279.73,4.1543,1,0.46819999999999995
516,fair,pleasant,1,2,94.75,3.6842,21.02,3.0306,1,-0.6536
517,pleasing,pleasant,2,2,1.55,1.9031,21.02,3.0306,0,1.1275000000000002
518,agreeable,pleasant,4,2,1.59,1.9138,21.02,3.0306,2,-1.1168000000000002
519,fair,clean,1,1,94.75,3.6842,121.24,3.7913,0,0.10709999999999997
520,empty,clean,2,1,47.24,3.382,121.24,3.7913,1,-0.4093
521,neat,clean,1,1,12.45,2.8035,121.24,3.7913,0,0.9878
522,strip,clean,1,1,15.69,2.9036,121.24,3.7913,0,0.8877000000000002
523,fair,candid,1,2,94.75,3.6842,2.0,2.0128,1,-1.6714000000000002
524,honest,candid,2,2,72.33,3.567,2.0,2.0128,0,-1.5542000000000002
525,blunt,candid,1,2,4.9,2.3997,2.0,2.0128,1,-0.38690000000000024
526,open,candid,2,2,320.41,4.2133,2.0,2.0128,0,-2.2005000000000003
527,fair,pale,1,1,94.75,3.6842,8.02,2.6128,0,-1.0714000000000001
528,pallid,pale,2,1,0.16,0.9542,8.02,2.6128,1,-1.6585999999999999
529,scale,pale,1,1,9.51,2.6866,8.02,2.6128,0,-0.07379999999999987
530,fair,handsome,1,2,94.75,3.6842,33.02,3.2266,1,-0.45760000000000023
531,big,handsome,1,2,682.82,4.5419,33.02,3.2266,1,-1.3153000000000001
532,accountable,answerable,4,4,1.41,1.8633,0.18,1.0,0,-0.8633
533,accountable,responsible,4,4,1.41,1.8633,45.06,3.3615,0,1.4982
534,opulent,rich,3,1,0.14,0.9031,80.39,3.6129,2,-2.7097999999999995
535,robust,rich,2,1,0.71,1.5682,80.39,3.6129,1,-2.0446999999999997
536,wealthy,rich,2,1,7.37,2.5763,80.39,3.6129,1,-1.0366
537,ample,rich,2,1,1.82,1.9731,80.39,3.6129,1,-1.6397999999999997
538,abundant,rich,3,1,0.57,1.4771,80.39,3.6129,2,-2.1357999999999997
539,deep,rich,1,1,76.39,3.5907,80.39,3.6129,0,0.022199999999999775
540,exuberant,rich,4,1,0.24,1.1139,80.39,3.6129,3,-2.4989999999999997
541,fertile,rich,2,1,1.57,1.9085,80.39,3.6129,1,-1.7043999999999997
542,melodious,rich,4,1,0.16,0.9542,80.39,3.6129,3,-2.6586999999999996
543,affluent,rich,3,1,0.29,1.2041,80.39,3.6129,2,-2.4088
544,plentiful,rich,3,1,0.29,1.2041,80.39,3.6129,2,-2.4088
545,due,exact,1,2,44.61,3.3572,22.63,3.0626,1,-0.2946
546,accurate,exact,3,2,7.84,2.6031,22.63,3.0626,1,-0.45950000000000024
547,formal,exact,2,2,8.31,2.6284,22.63,3.0626,0,0.43420000000000014
548,true,exact,1,2,253.35,4.1113,22.63,3.0626,1,-1.0486999999999997
549,precise,exact,2,2,5.2,2.4249,22.63,3.0626,0,0.6377000000000002
550,due,right,1,1,44.61,3.3572,4008.39,5.3105,0,1.9533
551,due,right,1,1,44.61,3.3572,4008.39,5.3105,0,1.9533
552,correct,right,2,1,44.94,3.3604,4008.39,5.3105,1,-1.9501000000000004
553,due,fit,1,1,44.61,3.3572,57.59,3.4681,0,0.1109
554,hot,fit,1,1,189.84,3.986,57.59,3.4681,0,-0.5179
555,convenient,fit,3,1,8.55,2.6405,57.59,3.4681,2,-0.8276000000000003
556,square,fit,1,1,31.76,3.2098,57.59,3.4681,0,0.2583000000000002
557,prepare,fit,2,1,33.55,3.2335,57.59,3.4681,1,-0.23460000000000036
558,sort,fit,1,1,148.71,3.88,57.59,3.4681,0,-0.4118999999999997
559,due,debt,1,1,44.61,3.3572,14.22,2.8609,0,-0.4963000000000002
560,hot,tasty,1,2,189.84,3.986,6.31,2.5092,1,-1.4768000000000003
561,hot,glowing,1,2,189.84,3.986,3.53,2.2577,1,-1.7283000000000004
562,hot,acrid,1,2,189.84,3.986,0.04,0.4771,1,-3.5089
563,hot,brisk,1,1,189.84,3.986,1.04,1.7324,0,-2.2536000000000005
564,breezy,brisk,2,1,0.78,1.6128,1.04,1.7324,1,-0.11959999999999993
565,hot,blistering,1,3,189.84,3.986,0.47,1.3979,2,-2.5881000000000003
566,rugged,rough,2,1,2.0,2.0128,37.39,3.2806,1,-1.2678000000000003
567,boisterous,rough,3,1,0.24,1.1139,37.39,3.2806,2,-2.1667000000000005
568,coarse,rough,1,1,1.35,1.8451,37.39,3.2806,0,1.4355000000000002
569,severe,rough,2,1,9.41,2.6821,37.39,3.2806,1,-0.5985
570,crude,rough,1,1,3.04,2.1931,37.39,3.2806,0,1.0875000000000004
571,harsh,rough,1,1,7.1,2.5599,37.39,3.2806,0,0.7207000000000003
572,rustic,rough,2,1,0.78,1.6128,37.39,3.2806,1,-1.6678000000000002
573,hairy,rough,2,1,6.31,2.5092,37.39,3.2806,1,-0.7714000000000003
574,raucous,rough,2,1,0.31,1.2304,37.39,3.2806,1,-2.0502000000000002
575,rowdy,rough,2,1,1.02,1.7243,37.39,3.2806,1,-1.5563000000000002
576,rugged,robust,2,2,2.0,2.0128,0.71,1.5682,0,-0.4445999999999999
577,vigorous,robust,3,2,0.69,1.5563,0.71,1.5682,1,-0.011900000000000022
578,angry,wild,2,1,58.98,3.4784,57.31,3.466,1,0.012399999999999967
579,furious,wild,3,1,6.0,2.4871,57.31,3.466,2,-0.9789000000000003
580,feral,wild,2,1,0.18,1.0,57.31,3.466,1,-2.466
581,unfounded,wild,3,1,0.61,1.5051,57.31,3.466,2,-1.9609
582,weird,wild,1,1,101.1,3.7124,57.31,3.466,0,-0.24639999999999995
583,wilderness,wild,3,1,3.94,2.3054,57.31,3.466,2,-1.1606
584,savage,wild,2,1,7.16,2.5635,57.31,3.466,1,-0.9025000000000003
585,angry,displeased,2,2,58.98,3.4784,0.76,1.6021,0,-1.8763
586,angry,black,2,1,58.98,3.4784,167.94,3.9328,1,-0.4543999999999997
587,morbid,black,2,1,2.59,2.1239,167.94,3.9328,1,-1.8089
588,dark,black,1,1,88.61,3.6551,167.94,3.9328,0,0.27769999999999984
589,fatal,black,2,1,7.1,2.5599,167.94,3.9328,1,-1.3729
590,bleak,black,1,1,1.08,1.7482,167.94,3.9328,0,2.1845999999999997
591,malevolent,black,4,1,0.35,1.2788,167.94,3.9328,3,-2.654
592,angry,troublesome,2,3,58.98,3.4784,1.55,1.9031,1,-1.5753000000000001
593,angry,dark,2,1,58.98,3.4784,88.61,3.6551,1,-0.17669999999999986
594,colored,dark,2,1,7.39,2.5775,88.61,3.6551,1,-1.0776
595,moody,dark,2,1,2.25,2.0645,88.61,3.6551,1,-1.5906000000000002
596,sullen,dark,2,1,0.57,1.4771,88.61,3.6551,1,-2.178
597,sour,dark,2,1,5.82,2.4742,88.61,3.6551,1,-1.1808999999999998
598,troubled,dark,2,1,6.78,2.5403,88.61,3.6551,1,-1.1148000000000002
599,murky,dark,2,1,0.61,1.5051,88.61,3.6551,1,-2.15
600,shady,dark,2,1,2.35,2.0828,88.61,3.6551,1,-1.5722999999999998
601,angry,exasperated,2,5,58.98,3.4784,0.16,0.9542,3,-2.5242
602,swift,rapid,1,2,3.86,2.2967,4.37,2.3502,1,0.0535000000000001
603,prevalent,powerful,3,3,0.31,1.2304,35.12,3.2533,0,2.0229
604,valid,powerful,2,3,3.22,2.2175,35.12,3.2533,1,1.0358
605,vigorous,powerful,3,3,0.69,1.5563,35.12,3.2533,0,1.6969999999999998
606,great,powerful,1,3,820.86,4.6219,35.12,3.2533,2,-1.3686000000000003
607,hard,powerful,1,3,307.84,4.1959,35.12,3.2533,2,-0.9426000000000001
608,impressive,powerful,3,3,16.96,2.9375,35.12,3.2533,0,0.31579999999999986
609,potential,powerful,3,3,18.82,2.9827,35.12,3.2533,0,0.27059999999999995
610,prevalent,successful,3,3,0.31,1.2304,20.33,3.0162,0,1.7858
611,lucky,successful,2,3,143.45,3.8643,20.33,3.0162,1,-0.8481000000000001
612,happy,successful,2,3,333.2,4.2303,20.33,3.0162,1,-1.2140999999999997
613,irregular,eccentric,4,3,2.53,2.1139,3.51,2.2553,1,-0.14139999999999997
614,irregular,crooked,4,2,2.53,2.1139,5.69,2.4639,2,-0.3500000000000001
615,corrupt,crooked,2,2,5.31,2.4346,5.69,2.4639,0,0.029300000000000104
616,bent,crooked,1,2,7.22,2.567,5.69,2.4639,1,-0.10309999999999997
617,irregular,abnormal,4,3,2.53,2.1139,2.9,2.1732,1,-0.05929999999999991
618,unnatural,abnormal,4,3,2.75,2.1492,2.9,2.1732,1,-0.02400000000000002
619,succinct,short,2,1,0.24,1.1139,85.63,3.6403,1,-2.5263999999999998
620,brief,short,1,1,14.35,2.8651,85.63,3.6403,0,0.7751999999999999
621,close,short,1,1,219.43,4.0489,85.63,3.6403,0,-0.40859999999999985
622,light,short,1,1,165.2,3.9256,85.63,3.6403,0,-0.28530000000000033
623,summary,short,3,1,1.67,1.9345,85.63,3.6403,2,-1.7057999999999998
624,succinct,concise,2,2,0.24,1.1139,0.43,1.3617,0,0.24780000000000002
625,brief,concise,1,2,14.35,2.8651,0.43,1.3617,1,-1.5034
626,profound,fundamental,2,4,4.18,2.3304,3.27,2.2253,2,-0.1051000000000002
627,basic,fundamental,2,4,15.57,2.9004,3.27,2.2253,2,-0.6751
628,morbid,gruesome,2,2,2.59,2.1239,2.04,2.0212,0,-0.10270000000000001
629,morbid,grim,2,1,2.59,2.1239,4.78,2.3892,1,-0.2653000000000003
630,black,grim,1,1,167.94,3.9328,4.78,2.3892,0,-1.5435999999999996
631,relentless,grim,3,1,1.55,1.9031,4.78,2.3892,2,-0.4861000000000002
632,dour,grim,2,1,0.16,0.9542,4.78,2.3892,1,-1.435
633,permissible,allowable,4,4,0.45,1.3802,0.1,0.7782,0,-0.6020000000000001
634,efficacious,effective,4,3,0.2,1.0414,10.51,2.73,1,-1.6885999999999999
635,capable,effective,3,3,20.82,3.0265,10.51,2.73,0,-0.2965
636,operative,effective,4,3,3.25,2.2227,10.51,2.73,1,-0.5072999999999999
637,sober,quiet,2,2,10.1,2.7126,117.22,3.7766,0,1.064
638,silent,quiet,2,2,23.0,3.0697,117.22,3.7766,0,0.7069000000000001
639,restrained,quiet,2,2,1.1,1.7559,117.22,3.7766,0,2.0207
640,smooth,quiet,1,2,18.27,2.9699,117.22,3.7766,1,0.8067000000000002
641,retired,quiet,2,2,12.06,2.7896,117.22,3.7766,0,0.9870000000000001
642,inactive,quiet,3,2,0.67,1.5441,117.22,3.7766,1,-2.2325
643,tranquil,quiet,2,2,0.82,1.6335,117.22,3.7766,0,2.1431000000000004
644,calm,quiet,1,2,89.04,3.6572,117.22,3.7766,1,0.11940000000000017
645,sober,steady,2,2,10.1,2.7126,22.71,3.0641,0,0.3514999999999997
646,regular,steady,3,2,33.86,3.2375,22.71,3.0641,1,0.1734
647,sober,serious,2,3,10.1,2.7126,148.35,3.8789,1,1.1662999999999997
648,solemn,serious,2,3,2.2,2.0531,148.35,3.8789,1,1.8257999999999996
649,gross,serious,1,3,15.27,2.8921,148.35,3.8789,2,0.9867999999999997
650,deep,serious,1,3,76.39,3.5907,148.35,3.8789,2,0.2881999999999998
651,stupid,inept,2,2,184.41,3.9734,0.84,1.6435,0,-2.3299
652,stupid,senseless,2,2,184.41,3.9734,2.57,2.1206,0,-1.8527999999999998
653,stupid,idiotic,2,4,184.41,3.9734,3.88,2.2989,2,-1.6744999999999997
654,ridiculous,idiotic,4,4,55.61,3.4529,3.88,2.2989,0,-1.154
655,stupid,stolid,2,2,184.41,3.9734,0.04,0.4771,0,-3.4962999999999997
656,stupid,dumb,2,1,184.41,3.9734,46.96,3.3795,1,0.5938999999999997
657,stupid,flat,2,1,184.41,3.9734,26.22,3.1265,1,0.8468999999999998
658,dead,flat,1,1,448.98,4.3598,26.22,3.1265,0,-1.2332999999999998
659,smooth,flat,1,1,18.27,2.9699,26.22,3.1265,0,0.15660000000000007
660,horizontal,flat,4,1,1.51,1.8921,26.22,3.1265,3,-1.2344000000000002
661,customary,ordinary,4,4,2.18,2.0492,19.08,2.9886,0,0.9394
662,normal,ordinary,2,4,70.37,3.5551,19.08,2.9886,2,-0.5665
663,popular,ordinary,3,4,23.08,3.0711,19.08,2.9886,1,-0.08250000000000002
664,unremarkable,ordinary,5,4,0.41,1.3424,19.08,2.9886,1,-1.6461999999999999
665,customary,habitual,4,4,2.18,2.0492,0.51,1.4314,0,-0.6177999999999999
666,slow,tiresome,1,3,76.02,3.5886,1.45,1.8751,2,-1.7135
667,boring,tiresome,2,3,27.41,3.1458,1.45,1.8751,1,-1.2707
668,tedious,tiresome,3,3,1.43,1.8692,1.45,1.8751,0,0.005900000000000016
